2.28149145667859,1,12008070,9927
1.94019392599549,1,22838270,2048
2.15147893446695,1,94574136,105378861
2.29321281791185,1,154842411,3782
2.2067500567147,1,159922091,8407
1.90961090471563,2,201887605,65061
2.22558202625616,2,238283404,8864
2.22558202625616,3,57543171,201625
2.33545348225578,3,65415346,9223
2.37839790149559,4,55602729,10874
2.2472772632192,5,140953667,56147
2.2472772632192,5,140953667,56117
2.2472772632192,5,140953667,56146
2.2472772632192,5,140953667,56145
2.2472772632192,5,140953667,56144
2.2472772632192,5,140953667,56143
2.2472772632192,5,140953667,56142
2.2472772632192,5,140953667,56141
2.2472772632192,5,140953667,56140
2.2472772632192,5,140953667,9752
2.2472772632192,5,140953667,56139
2.2472772632192,5,140953667,56138
2.2472772632192,5,140953667,56137
2.2472772632192,5,140953667,56136
2.2472772632192,5,140953667,56135
2.68947497959197,5,150444590,6208
2.41967800236469,5,176332337,375484
2.46027514904947,6,38084394,60685
1.89623700806615,7,77247826,57639
1.91061283858327,7,99689069,221785
1.91061283858327,7,99689069,100861540
1.91061283858327,7,99689069,1578
2.53774271000101,7,127950856,27044
2.33598955242128,8,121282387,107986971
2.49776186763395,9,101830845,105376187
2.11409029257639,9,119460396,105376250
2.13624066315668,9,130884728,25
2.28360312058539,10,5789970,2665
2.05481768144077,10,75675091,83938
2.06611973054676,10,112764459,143187
2.22316131581661,11,113853886,57646
1.89623700806615,12,417154,84318
2.3336134932952,12,111345220,23316
2.3336134932952,14,105397093,23241
2.42135409890545,15,93470509,105370982
2.3336134932952,17,10548003,100128560
2.3336134932952,17,10548003,4620
2.37482177731,18,348123,81035
2.119358984054,20,47274698,23613
